text,label
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8
My top-up was just cancelled.,61
I needed cash from the ATM but I couldn't get it.,26
Why can't you allow my beneficiary?,7
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",46
"My top-up showed as complete, but it's no longer there! What's going on here?",61
Some cash has been withdrawn but I didn't do it.,20
I bought some things this morning but the payment shows that it is pending,45
"I've just come back from an eating holiday in the USA and Canada and have SO many pending and duplicated transactions on my account.  I think there is something wrong, can you look in to it please?",63
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",45
What would be the reason there's an extra fee on my statement?,34
Are your cards available in the EU?,24
What countries do you operate in?,24
How do I avoid getting charged a fee on my card?,15
Do I have a choice for a Mastercard?,73
How much time do transfers typically take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,66
Why hasn't the money I transferred into my account shown up yet?,5
My purchase from this morning still is pending.,45
How can I get a Visa and Mastercard?,73
Why didn't my transfer go through?,35
I see a direct debit transaction in my app that I didn't make.,28
Please help!  There was an extra fee when I got cash.,19
Why is my last transfer pending?,48
What does a pending transaction mean?,45
What countries can I use your services?,24
I made a card payment and a fee is showing up?,15
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",51
I have a transaction showing multiple times.,63
There is a  €1 fee on my account I didn't authorize,34
"When will I get a new card when I order it, and how much will it cost.",9
"There must have been a mistake, why was I charged an extra pound?",34
my cash out is still pending,46
Do you offer Visa or Mastercard?,73
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",66
Please help to explain to me why my new card was declined when I tried to use it at my grocery store this morning to pay for the items I needed.  I tried three times to use it and it kept being declined.  I was very embarrassed standing there trying to buy my groceries.,25
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75
There's a card payment I didn't make,16
Do I have a $1 extra fee on the statement?,34
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,47
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",66
I've already sent the money out and still have not received money in my account.,6
A transfer has to be cancelled.,8
"Someone withdrew money from my account, and it wasn't me.",20
Why do you keep declining my payment? I tried several times already with this card and it's just not working,25
I noticed an extra pound charge?,34
Why is there a charge on my account for taking out cash?,19
When will my cheque be processed?,6
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",48
I withdrew cash and was charged,19
How do I turn on my new card?,0
I transferred some money but the recipient is having trouble withdrawing.,66
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",13
"i have tried everything to complete a transfer but can't, what should i do next",27
The wait for this transfer seems to be taking a very long time.  It is very important that it goes through quickly. Can you please tell me how long it may take?,48
I made this payment days ago so why hasn't it gone through yet?,45
"I just received a new card, where do I go to link it to my account?",13
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66
"OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?",47
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,66
"I need a card, but I'm in the US at the moment.",24
My top up failed.,59
I got some items this morning but the payment says pending,45
can you share card tracking number?,11
Why is there an extra fee on my statement?,34
Why is allowance not being given to my beneficiary?,7
I do not understand what this particular direct debit is ?,28
The exchange rate was incorrect for this item I bought.,17
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,19
I was under the impression that transfers were going to be free and here I was charged for something I bought overseas!  I don't think this fee is right,64
I need to know what these extra charges are on my statement?,34
The ATM didn't let me get any cash,26
"I received my card, how do I get it to show in the app?",13
I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,20
I was wondering how I could have two charges for the same item happen more than once in a 7 day period. Is there anyway I could get this corrected asap.,63
I think the exchange rate on my card payment is incorrect.,17
I was not able to receive the correct amount of cash.,75
I've tried numerous times to submit a transfer of funds. Why isn't it going through?,7
Are new cards available from China?,9
Canceling my order is what I need to do right now.,52
Why have I been charged a fee for card payment?,15
"I recently purchased something, and the exchange rate was wrong.",17
My top-up isn't working.,59
why did the app refuse to make an approved payment,53
May I have another card?,39
There is a charge on my card that I did not make,16
How long after I receive my statement can I dispute payments on it?,28
"My transfer failed, why?",35
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",28
Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?,76
Why was I not able to complete my transfer?,35
Please stop my purchase.,52
Why did I only get $20 when I asked for $100?,75
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it.",26
"A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?",64
How come there is a duplicate charge on my card?,63
I am seeing in the App a some cash withdrawal that I did not do,20
Why didn't my balance change after I transferred some money?,5
Can you tell me why my refund is not showing in my statement?,51
Why does my statement show various transaction times?,63
Are there any fees to get additional cards?,39
Can I select my card scheme or do you choose it for me?,73
Will I be able to track the card that was sent to me?,11
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35
I want to get an item refunded,52
Can you tell me why my transfer is failing and help resolve?,35
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",26
"I cannot seem to buy something online with my card? the payment comes back, what's going on?",53
How do I get extra physical cards?,39
Im very upset as my top-up was canceled and I have no idea why.,61
"According to the app, I got cash from an ATM but I haven't made any transactions.",20
"I received my card, how do I get it to work in the app?",13
"This is not right, I was told I could take out cash at the ATM for free?",19
I was charged for getting cash.,19
When will my transfer move from pending to confirmed?,48
Which countries do you currently support?,24
I tried to get $100 but I just got $20,75
Why could I not choose cash at the ATM?,26
"I need to activate my card, how is that done?",0
The exchange rate looks wrong on a holiday purchase,17
"Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening?",53
Why would a cash withdrawal still be pending?,46
can i get a card if i live in the US?,24
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,64
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,64
My ATM withdrawal was declined.,26
I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?,13
I have a fee showing from last time I used my card.,15
I visited the ATM but got less money than what I requested. Why?,75
What does it mean to have a pending cash withdrawal?,46
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,7
What do I do to link my new card?,13
I still have not received an answer as to why I was charged $1.00 in a transaction?,34
I see an unfamiliar Direct Debit payment.,28
I think the currency exchange that's been applied is wrong.,17
Why was my account charged for using an ATM?,19
Will you guys do Visa or Mastercard?,73
Why hasn't my balance increased after depositing a check?,6
is there a reason that my payment didnt go through,25
Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,19
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",8
Can I get a mastercard?,73
When will my funds transfer?,66
you got the exchange rate wrong for my cash withdrawal,76
"I'm really concerned because I only made one transaction, but it's appearing multiple times.",63
I'd rather get a Mastercard,73
What is the reason for the extra fee on my statement?,34
What is the extra fee that showed up on my card?,15
"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",17
Can you tell me about why the account I have was charged an extra 1$,34
Is it acceptable to use either Visa or Mastercard?,73
Why is there a fee on my money transfer?,64
Tell me why my transfer failed!,35
I need info on activating my card?,0
I was charged for the same thing twice,63
Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,52
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",27
Why was I charged an extra pound?,34
When will I be able to see the refund,51
I had to pay a fee when buying items with my card.,15
I am wondering about a transfer from a different country that doesn't show up yet?,5
What if my top up doesn't go through?,47
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,6
Does the package with my card have tracking?,11
My top up says it is still pending,47
It's been a week and I have done everything that I was asked to do and still nothing. I have contacted the seller and have not gotten a response. Please understand my frustration and put the money back in my account.,51
I tried to pay through my account but the payment is not going through. What's going on?,45
I  do not see a top-up processed.,47
A payment I didn't do shows in my app,16
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,26
They declined my card payment.,25
Why didn't my transfer to a beneficiary happen?,7
I am not seeing a refund in my statement.,51
I ordered my card but it hasn't been delivered yet,11
Why do I get a fee every time I transfer?,64
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,66
I see a direct debit payment on my statement that wasn't me,28
"I purchased something and already received it, why hasn't the money taken out?",53
Is there a way to undo a transaction?,8
I need to change a transfer.,8
"A transaction I did to my friend hasn't arrived yet, why?",66
I withdraw money abroad but I didn't get the right amount.,76
i put money on my card and i dont see it on the balance,47
Why is my card payment cancelled?,53
"My top-up was cancelled, could my bank be the problem?",61
I use this card all the time so why did it get declined at the store today?,25
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",66
Can i have the item refunded?,52
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,7
My account balance has not gone up even though I just transferred money into it,5
In which countries can I get a card?,24
Am I able to get a second card?,39
How do I add my new card to the app?,13
Why am i being charged for withdrawing cash funds?,19
I made a purchase earlier today but it is still listed as pending- when will it go through?,45
"In my statement, I got a €1 extra fee.",34
why is there a fee for the transfer I made?,64
"On my last trip, I received the incorrect exchange rate.",76
What should I do once my card expires?,9
why wouldnt the atm give me money,26
"After I deposited my cash, I still don't see it in my account.",6
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,45
How can I get a card sent to China?,9
I deposited cash this morning and I am still waiting,6
"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",8
Can you tell me if my top-up has been cancelled?,61
The cash I asked for still hasn't been received,75
"I tried topping up but my funds seem to be pending. I want to buy something right now, what do I do?",47
"I put my check in the bank, but I haven't gotten my cash yet?",6
"I went to look at my top-up and it was canceled, can you tell me why this happend?",61
Why isn't my refund on my statement?,51
I deposited a cheque but I don't see the funds in my account.,6
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",75
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,28
The wrong account was used during a transaction.,8
I don't understand why my card payment is pending.  It has been pending for too long.  Why is this and when might it go through?,45
"my daughter needs a card, how do i add her?",39
If my card payment isn't working what do I do?,25
The exchange rate was wrong?,76
Transaction showing up many times.,63
Are you Visa or Mastercard?,73
"my card payment has been declined, do you know why?",25
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",46
When I got cash I was charged an extra fee!  Explain!,19
Do I get Visa or Mastercard?,73
Under what condition will my payment revert?,53
I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me?,20
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,15
Why have I not gotten my new card?,11
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,34
Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,28
"My card has an issue, the payment has been deferred.",53
"The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending.",47
Am I allowed to use any card to make a payment?,73
ATM only gave me $20 instead of $100,75
i would like to dispute a direct debit payment,28
How long do top-ups take to go through,47
Why did my payment go back to my account when I bought something?,53
I go the wrong exchange rate applied to my purchase in a foreign country.,17
There is a payment that I made that hasn't gone through yet.,45
Can I get a card outside the UK?,24
What are the steps that I need to take to activate a new card?,0
Why does the same transaction appear multiple times?,63
How can I track my card's delivery?,11
I'm not sure where this charge came from.,16
Why was I charged an extra fee when using an ATM?,19
"Next month my card will expire, do I need to order a new one?",9
I have a payment which has not been approved.,45
Do I get to choose between Visa and Mastercard?,73
Why wont the ATM give me cash?,26
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,63
I would like to dispute a direct debit transaction,28
I sent money to my family last Friday but they don't have it.,66
I took out money from the ATM and it's still showing as pending?,46
I am still waiting for the cash to be returned from a cheque I deposited!,6
I don't see my card anywhere in the app.,13
Where is the transaction I made to a friend?,66
"I'm supposed to be getting a refund but it hasn't shown up, now what?",51
I got topped up but the application reverted it.,61
What could the reason be that my payment card was declined?,25
"I got a new card, how do I link it?",13
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,26
Do you offer cards for those in other countries?,24
"There is a pending transaction on my account, what does this mean?",45
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,8
I have been charged twice on my statement.,63
If I make a transaction can I cancel it?,8
How do I know when my card will arrive?,11
Why was my ATM transaction cancelled?,26
I am inquiring about why there was an extra fee charged when I used an ATM.,19
How do I link my replacement card?,13
When I purchased a product in another country the currency exchange was incorrect.,17
Why was there a fee for paying by card?,15
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",46
I want to revert a transaction I did,8
What's up with the fee for getting cash?,19
I recently bought an item using my card and I was charged an extra fee why is this?,15
Why haven't I gotten my payment yet?,45
It looks like my top up didn't work.  Why?,59
Why is my cash withdrawal still pending?,46
I received duplicate charges.,63
My transfer is still pending and I know the account numbers are correct.  Please help.,48
Can I have an item refunded?,52
I understand that this is extremely late. After going over my transactions for the last couple of months I noticed a large charge that I'm sure I did not make. Is there anyway I can still dispute this?,28
"I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening?",53
I think my statement has a fraudulent charge,16
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,66
"Given a choice, I'd rather have Mastercard.",73
may I have a Visa and a Mastercard from you.,73
Money that I have transferred hasn't arrived yet,5
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",64
A refund for a recent return has not arrived on my card.,51
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",48
"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.",20
"I got this stupid fee after taking cash out, why?",19
There is a payment done with my card which i definitely did not do.Never seen that name before.,16
"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",45
Why was a payment I made reverted?,53
My transfer was rejected,27
How can I get a second card for my daughter?,39
The rate of exchange for my cash withdrawal is wrong.,76
Why has my card been declined?  whats the deal?,25
I got a extra €1 fee in my statement,34
Why hasn't my balance been updated from the check deposit I made?,6
"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",16
I see a duplicate payment.,63
"Once my card expires, what should I do?",9
Is my card lost? I am still waiting for it to be delivered.,11
I did a bank transfer and my balance isn't current.,5
Why could I not get cash?,26
I tried to withdraw cash from your ATM but my transaction was cancelled.,26
Is there tracking info available?,11
How long do I have to wait for the transfer to be finalized?,48
Why didn't I receive all the cash I requested?,75
There's a direct debit payment that I don't recognize.,28
Why is my refund missing in my statement?,51
What do I need to do in order to use my card I just got?,0
I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!,64
How long does a transfer stay pending?,48
My transfer was declined. Why did this happen?,27
I am unable to use my top-up on the app. Could you explain this to me?,61
"So, my transfer is showing as pending, when will it actually go through?",48
Please assist me with activation.,0
"I requested a refund, and never received it. What can I do?",51
I completed a transfer that isn't showing up on my account.,5
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,28
"Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them.",28
"I have not received my card and it's been a week, what do I do?",11
A debit came through that I need to dispute.,28
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",63
when will the balance on my account change form a transfer,5
I sent a transfer and it has been pending for awhile. How long will it stay pending?,48
I had a payment reverted and would like to figure out why.,53
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,5
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,7
I transferred money and it didn't get there.,66
I have a new card. How do I activate it?,0
I have a transaction that shows multiple times.,63
Is it possible to get a second card for my daughter?,39
A transaction posted twice to my account.,63
The account transfer I was trying to do failed.,7
I still haven't seen a refund on my account,51
Why is my debit card being declined when I have money?,25
I was charged multiple times for one purchase,63
Do I get a choice between Visa and Mastercard?,73
Why is there a fee for withdrawing?,19
My money transaction hasn't arrived.,66
What is this charge on my account for a cash withdrawl?,19
Tell me how to cancel a transfer.,8
"Since my card is about to expire, what do I do to get a new one?",9
"I want a card, but I'm not in the UK- can I get one still?",24
What steps must I follow to get a Visa credit card?,73
How do I see my updated balance after I make a cheque or cash deposit?,6
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",28
My morning transaction needs to be canceled.,8
Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,9
My bill shows the same charge more than once,63
When will my top-up be completed?,47
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",61
What is the reason for this fee I got after a simple cash withdrawal?,19
How long does a payment usually show as pending? Is it normal that mine is still pending?,45
Is it possible to get a Visa and Mastercard from you?,73
"My ATM transaction shorted me on cash, and I think the exchange rate was wrong. Did I receive the correct rate?",76
A direct debit appears in the app but I didn't authorize it.,28
"I want to get a Visa and Mastercard, is it possible to get both from you?",73
Why would my card payment be cancelled?,53
I keep checking my statements but nothing shows up. I requested a refund a long time ago but seems it's not reaching my account for some reason. Would you please help me get the money back from the seller.,51
Why  am I being told this  transfer will not  go thru,7
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,76
"I don't know why the deposit I made a week ago still hasn't showed up, I really need the money now.",6
There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?,16
I made a transfer into my account and now I need to cancel it,8
"i made a payment with my card and was charged a fee, why would you do that",15
"lost card found, want to put it back in app",13
I was charged a fee for a transfer. Where did it come from?,64
Why were there additional charges when transferring?,64
My account isn't showing a transfer I made.,5
"My new card isn't in my app, how do I get it in there?",13
why did i get declined transfer,27
Why does my account have a pending cash withdrawal?,46
I think a payment I made with a card was cancelled.,53
"I made a mistake and did a transaction to a wrong account, can I cancel?",8
For some reason my account's been charged an extra dollar.,34
"I purchased something abroad, and the exchange rate that was applied was wrong.",17
How can I tell if there will be a fee added to my payment or not?,15
I would like help to revert a transaction I did this morning,8
What is the extra fee I was charged when using an ATM?,19
I got a message that I cannot name X as a beneficiary.,7
how do I link an old card?,13
The app shows a withdrawal that I did not make or authorize.,20
"I would like to receive and use the card in Europe, is that possible?",24
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",59
are transfers to a beneficiary possible,7
I did not receive the correct amount for the exchange rate.,17
Where are my funds? I topped off my car but it didn't seem to complete.,47
My transfer did not seem to work.,35
Where can I order a card when I am in China?,9
I sent a payment but now it's not showing up.,53
The fee charged when I changed rubles into British pounds was too much.,17
How do I dispute a direct debit on my account?,28
why wasn't a transfer to account approved,7
Help me order a new card that's going to be expired soon.,9
Why has payment been returned?,53
Why is my refund not visible on my statement?,51
Is there a reason that my top-up is still pending?,47
I deposited a cheque and its been days and I still haven't received the cash!!,6
I would like to know why my purchases from this morning are still pending.,45
"I'd like to get a refund for something I bought, is that possible?",52
I just transferred some money. Why was I charged a fee?,64
is a transfer to a beneficiary allowed?,7
What reason did my top-up fail for?,59
What do I do if I got the wrong amount at the ATM?,75
I can see an extra 1£ charge on my app. Why did you charge me extra?,34
"Errors keep showing up every time I try to make this transfer and I am on a time crunch,  could you please help.",35
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,5
What am I supposed to do if the funds haven't show up from a transfer completed this morning?,48
What does it mean if my payment was reverted?,53
I wanted to know why there is a transfer of mine pending.,48
May I order another card?,39
What is your policy on withdrawing cash from an ATM? There is a fee on my account that wasn't there before I paid for my groceries.,19
"I was charged a fee when withdrawing cash, can you explain why?",19
I was only given $20 when I tried to get $100,75
There are some payments with my card that I don't know where they are coming from. Just checked today and it's been since a couple days as well! What to I do? Can I revert this retrospectively? My card needs to be frozen immediately as well!,16
What do I do if my top-up has not gone through?,47
I just sent money but the person I sent it to doesn't see it. What happened?,66
"I bought a product a week ago, but may need to return it.",52
I haven't received the cash from the check I deposited.,6
Why is my purchase showing as pending?,45
Why did my top-up not work?,59
Why was money taken for a transfer?,64
I had a wrong fee charged at this ATM.,19
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,75
I've been trying to do a transfer multiple times and have failed? Is the system down?,35
Why did I get charged for a transfer?,64
"When I got cash, my exchange rate was off.",76
Why was I charged a fee for withdrawing money?,19
I want some extra physical cards.,39
I purchased something abroad but the exchange rate is incorrect.,17
I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.,52
How do I reactivate a card I thought I lost?,13
I accidentally made a transaction to the wrong account.,8
Can you tell me why my credit card was declined while trying to top-up?,59
Can I get a card if I don't reside in the UK?,24
"I prefer using Mastercard, can I substitute?",73
Is there a reason my refund isn't showing on my statement?,51
"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",48
The atm wouldn't give out cash,26
What is the $1 transaction on my account?,34
I don't recognize a purchase that was made with my card.,16
Can you tell me what countries you offer support for?,24
My payment is in the app but hasn't gone through yet,45
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,15
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",17
How long does it take for a money transfer to show?,48
An item I bought had the wrong exchange rate applied.,17
My top-up is still pending,47
"I noticed my card payment was cancelled, can you tell me why?",53
The wrong exchange rate was used for my cash withdrawal,76
The card payment I attempted to make failed.,25
"I already made a transfer and want to cancel it, how do I do that?",8
I made a transaction at an atm and was charged extra for it.,19
I put some money in my account the other day but now its gone? Why is this?,61
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,66
There is a withdrawal that isn't mind in the app.,20
I was charged a fee for a transfer.,64
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",0
Can you look at my account ans see why my card was declined,25
The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,46
My statement doesn't show that a refund has processed,51
Can you elaborate on why I have an extra charge just for transferring?,64
Are visa and mastercard accepted,73
Why can't I get cash?,26
My refund is still pending,51
Why was I charged extra using my card?,15
"Transfers may show up as pending for up to one business day while they are processed, and then they'll depart for the beneficiary accounts. Please confirm that you have correctly entered your account details. SEPA transfers typically take up to two working days, while SWIFT transfers can take up to five working days.",48
I've been waiting for a refund where is it?,51
i live in portugal. do you operate here?,24
Why is this not letting me exchange crypto? I need help making this transaction go through.,7
Where is the money I put in the bank?,6
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",7
Why did you charge me for a cash withdrawal?,19
Balance hasn't been updated following a cheque or cash deposit,6
Do you charge for sending more cards?,39
What extra charges are there?,64
How much is it to buy another card? I was hoping to buy another one.,39
How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees.,76
I thought you guys offered free transfers. Why was I charged?,64
THere is some cash that is showing up on my app.,20
The app isn't showing my transactions,66
Visa and Mastercard can both be received from you?,73
"When I was traveling abroad, the exchange rate was applied wrong.",17
I'm using the app and I noticed a payment that I didn't make.,16
"When I tried to transfer funds to my friend today I was unable to do so, why?",35
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",61
Why can't I top up?,59
i have not received my card,11
did not receive correct cash upon withdrawal,75
Will I be sent a new card before mine expires?,9
Something went wrong with my withdrawal. The amount of money isn't right.,75
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,27
What do I need for activation of my card?,0
Why is there a $1 charge on my statement?,34
i entered my pin in wrong and got it frozen. how many tries do i have,26
why was i charged a small amount,34
"After my checque or cash deposit, my balance didn't update.",6
What is the reason that my card payment was cancelled?,53
If I can't choose my card type will I be able to use it everywhere?,73
My account is showing a double charge.,63
How long until my friend receives my transaction?,66
My refund is missing from my statement.,51
Why is the cash not showing in my account for the check I deposited?,6
"I want to reactivate my card, I thought I had lost it but found it again this morning.",13
Please help me.  I am still waiting on a refund.,51
Why does my transfer say it is pending?,48
My transfer to a beneficiary was rejected.,7
Have you sent out my card yet?,11
Why is my card payment pending?,45
I was charged multiple times at the same location at the same time,63
Why did my top up not work?,59
My card did not go through in a shop,25
My recipient hasn't received the money,66
"I ordered something ages ago online but it's simply not arriving. I've got enough! Give me back my money, I'm not paying these people.",52
Why is my ATM cash withdrawal not working?,26
How can I get my money back for a payment i didnt make,28
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,7
I didn't receive the right amount of cash back,75
"Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card.",26
Why am I missing my refund,51
Can I order a second card?,39
I live in the US but want to get a card,24
"My card expires soon, will you send me one automatically?",9
"I recently transferred some cash, but the balance has not changed.",5
Are refunds allowed for certain items.,52
I just got my new card.  How can I activate it?,0
How do I link a new card to an existing one?,13
I was charged the wing amount for an item.,17
Why is the pending status on my cash withdrawal taking so long?,46
Why was there a fee when I pulled cash?,19
"What stopped my transfer, from being accepted?",35
Can I have a supplementary card?,39
Please explain why my payment was declined? I thought everything was good.,25
why does the app show a direct debit payment that I did not authorize,28
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",46
"I tried to make a withdrawal from the ATM, but it was cancelled.",26
Could I get tracking on the card?,11
"I ordered a card a week ago, and it's still not here. What do I do?",11
"If the transfer details have already but reviewed and confirmed that they are correct, what other reason would cause my transfer to be declined?",27
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",63
"I tried using my card and it kept getting declined, Why?",25
Money was transferred to me and I am unable to see it,48
I have a transaction that shows several times,63
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",61
What are the countries you support.,24
"It has been a couple of hours but I do not see my balance updated, can you help?",5
My credit card cancelled a payment for a purchase.,53
Looks like my top up failed.,59
How long will it take to activate my new card?,0
How do I know if my top up was unsuccessful?,59
I could not get the cash I wanted,75
